municipio,estado,bioma,latitude,longitude,municipio_y,probabilidade,semana,precipitacao_total,dias_sem_chuva_max
NOVA OLINDA,TOCANTINS,Cerrado,-7.656588500000001,-48.27814786363637,2509,0.9875163,25,27.188081803329347,13.037037037037036
NOVA OLINDA DO MARANHÃO,MARANHÃO,Amazônia,-2.8177417777777776,-45.88182126666666,2510,0.9972677,25,25.853078140778674,7.439024390243903
NOVA OLINDA DO NORTE,AMAZONAS,Amazônia,-3.796534153846154,-58.663070738461535,2511,0.015623424,25,28.80462020208964,2.7636363636363637
NOVA OLÍMPIA,MATO GROSSO,Amazônia,-14.81500543478261,-57.4378997173913,2512,0.996236,25,31.93448134767735,39.35294117647059
NOVA PETRÓPOLIS,RIO GRANDE DO SUL,Mata Atlântica,-29.40347,-51.10728,2513,0.00080615084,25,22.969338767193463,1.5
NOVA PONTE,MINAS GERAIS,Cerrado,-19.229188,-47.701192,2514,0.9865357,25,32.39377796364712,28.6
NOVA PORTEIRINHA,MINAS GERAIS,Caatinga,-15.71347,-43.27985,2515,0.98986804,25,31.620483633869306,3.875
NOVA PORTEIRINHA,MINAS GERAIS,Cerrado,-15.794206666666668,-43.28607333333334,2515,0.98986804,25,31.620483633869306,3.875
NOVA REDENÇÃO,BAHIA,Caatinga,-12.892019999999999,-41.094696,2516,0.975149,25,23.03742006191518,9.2
NOVA ROMA,GOIÁS,Cerrado,-13.665382222222222,-46.97229775,2517,0.9929594,25,33.30339040813906,22.444444444444443
NOVA ROSALÂNDIA,TOCANTINS,Cerrado,-10.547534,-49.017258,2518,0.99107236,25,29.869340161743025,11.8
NOVA RUSSAS,CEARÁ,Caatinga,-4.676694615384616,-40.52546153846154,2519,0.9870467,25,32.45326113806017,22.846153846153847
NOVA SANTA HELENA,MATO GROSSO,Amazônia,-11.152121310043668,-54.85041548034935,2520,0.99751556,25,30.481664169932316,23.703488372093023
NOVA SANTA RITA,PIAUÍ,Caatinga,-8.126678,-41.951671999999995,2521,0.975575,25,27.721086930790527,8.875
NOVA SERRANA,MINAS GERAIS,Cerrado,-19.897546666666667,-44.92777666666667,2522,0.9872113,25,23.33107758431305,41.166666666666664
NOVA SOURE,BAHIA,Caatinga,-11.37797,-38.61895,2523,0.9992654,25,14.59318171819309,1.0
NOVA TEBAS,PARANÁ,Mata Atlântica,-24.51118,-51.99683,2524,0.98605853,25,32.02023083819053,7.5
NOVA TIMBOTEUA,PARÁ,Amazônia,-1.14543,-47.39751375,2525,0.99678814,25,35.54235840646288,5.1875
NOVA UBIRATÃ,MATO GROSSO,Amazônia,-12.79946153508772,-54.66883015350877,2526,0.99769956,25,30.012699705391626,10.828
NOVA UBIRATÃ,MATO GROSSO,Cerrado,-13.116297857142857,-54.82253180357143,2526,0.99769956,25,30.012699705391626,10.828
NOVA UNIÃO,MINAS GERAIS,Cerrado,-19.705558,-43.577048000000005,2527,0.9960569,25,25.69547203329197,21.22222222222222
NOVA UNIÃO,RONDÔNIA,Amazônia,-11.0111775,-62.562805,2527,0.9960569,25,25.69547203329197,21.22222222222222
NOVA VENEZA,GOIÁS,Cerrado,-16.396423333333335,-49.306630000000006,2528,0.99999917,25,14.373419123323727,10.0
NOVA VENÉCIA,ESPÍRITO SANTO,Mata Atlântica,-18.64964625,-40.455588750000004,2529,0.9837738,25,22.549805989192976,5.4375
NOVA VIÇOSA,BAHIA,Mata Atlântica,-17.893511999999998,-39.719405333333334,2530,0.98757356,25,31.561938639473507,3.75
NOVA XAVANTINA,MATO GROSSO,Cerrado,-14.682404320987654,-52.51382924691358,2531,0.9924452,25,31.94808004417747,20.914634146341463
NOVAIS,SÃO PAULO,Mata Atlântica,-20.969849,-48.926332,2532,0.9825698,25,28.220573080375402,8.583333333333334
NOVO ACORDO,TOCANTINS,Cerrado,-10.136907027027027,-47.410909720720724,2533,0.9924452,25,32.05237293463384,19.646341463414632
NOVO AIRÃO,AMAZONAS,Amazônia,-2.3185695454545456,-61.19335136363636,2534,0.018196438,25,32.11802570861467,2.4047619047619047
NOVO ALEGRE,TOCANTINS,Cerrado,-12.9453,-46.53959,2535,0.001695252,25,26.756744192298754,2.0
NOVO ARIPUANÃ,AMAZONAS,Amazônia,-6.797189582178218,-60.50756890033003,2536,0.99702615,25,33.62749272351048,7.070776255707763
NOVO BRASIL,GOIÁS,Cerrado,-16.094533333333334,-50.60375,2537,0.9831601,25,28.03756610512495,7.166666666666667
NOVO CRUZEIRO,MINAS GERAIS,Mata Atlântica,-17.372831666666666,-41.94709833333334,2538,0.0011421465,25,34.93958633967673,2.0
NOVO GAMA,GOIÁS,Cerrado,-16.08132714285714,-48.084578571428565,2539,0.98264503,25,30.05761390109091,31.5
NOVO HAMBURGO,RIO GRANDE DO SUL,Pampa,-29.71816,-51.10552,2540,0.9995303,25,16.51058709251062,2.5
NOVO HORIZONTE,BAHIA,Caatinga,-12.79966,-42.1429425,2541,0.9712388,25,31.6437508365768,17.25
NOVO HORIZONTE DO NORTE,MATO GROSSO,Amazônia,-11.50004,-57.35913,2542,0.9998447,25,15.094273420377357,0.0
NOVO HORIZONTE DO OESTE,RONDÔNIA,Amazônia,-11.76496,-62.19085,2543,0.0062628924,25,25.441647998084996,1.5
NOVO HORIZONTE DO SUL,MATO GROSSO DO SUL,Mata Atlântica,-22.649893333333335,-53.71205,2544,0.9868052,25,33.07658556062612,7.333333333333333
NOVO JARDIM,TOCANTINS,Cerrado,-11.777447401574802,-46.55930432283464,2545,0.99107236,25,29.75597020346759,25.6864406779661
NOVO LINO,ALAGOAS,Mata Atlântica,-9.0013,-35.5779,2546,0.9999988,25,10.812260093913842,11.5
NOVO MUNDO,MATO GROSSO,Amazônia,-9.725882210884354,-55.30017520408163,2547,0.99494547,25,31.741057042892713,18.414634146341463
NOVO ORIENTE,CEARÁ,Caatinga,-5.590363448275863,-40.79140689655173,2548,0.9839648,25,28.396076723090154,22.879310344827587
NOVO ORIENTE DE MINAS,MINAS GERAIS,Mata Atlântica,-17.1452575,-41.26476375,2549,0.9898672,25,26.976807751936214,5.8125
NOVO ORIENTE DO PIAUÍ,PIAUÍ,Caatinga,-6.464716,-41.97853533333333,2550,0.98291796,25,24.20796922703397,9.8
NOVO PLANALTO,GOIÁS,Cerrado,-13.228102857142858,-49.72232571428572,2551,0.9929594,25,33.127393477520435,8.857142857142858
NOVO PROGRESSO,PARÁ,Amazônia,-7.620601346646943,-55.40450853698225,2552,0.9975325,25,31.51742708023525,17.662735849056602
NOVO REPARTIMENTO,PARÁ,Amazônia,-4.460515974358974,-50.366970415384614,2553,0.99779284,25,32.91228423649896,3.6178010471204187
NOVO SANTO ANTÔNIO,MATO GROSSO,Cerrado,-12.336949897435897,-50.839024538461544,2554,0.9848251,25,30.027958372944266,29.371794871794872
NOVO SANTO ANTÔNIO,PIAUÍ,Caatinga,-5.2605825,-41.8726625,2554,0.9848251,25,30.027958372944266,29.371794871794872
NOVO SÃO JOAQUIM,MATO GROSSO,Cerrado,-15.165307368421052,-53.544857894736836,2555,0.9905629,25,28.380645355850113,20.875
NOVO TRIUNFO,BAHIA,Caatinga,-10.34661,-38.35931,2556,0.98936546,25,42.27020097911943,6.0
NOVORIZONTE,MINAS GERAIS,Cerrado,-15.98022,-42.5219,2557,0.9898672,25,26.549303925166242,20.9
NOVORIZONTE,MINAS GERAIS,Mata Atlântica,-16.02749,-42.3648175,2557,0.9898672,25,26.549303925166242,20.9
NUPORANGA,SÃO PAULO,Cerrado,-20.657433333333334,-47.778173,2558,0.9907444,25,23.947183280228693,43.5
NÃO-ME-TOQUE,RIO GRANDE DO SUL,Mata Atlântica,-28.44637,-52.81443,2559,0.002080524,25,27.06048421569637,1.5
NÍSIA FLORESTA,RIO GRANDE DO NORTE,Mata Atlântica,-6.062965,-35.18016,2560,0.9841621,25,33.32487343299854,25.5
OCARA,CEARÁ,Caatinga,-4.4459125,-38.478947500000004,2561,0.975149,25,22.777689939639536,24.5
OEIRAS,PIAUÍ,Caatinga,-6.9390364788732395,-42.147406830985915,2562,0.9830595,25,31.665555091562076,21.165
OEIRAS DO PARÁ,PARÁ,Amazônia,-2.4638009166666666,-49.85630458333333,2563,0.99728537,25,31.174678382630887,3.5
OIAPOQUE,AMAPÁ,Amazônia,3.481408823529412,-51.39357107843138,2564,0.99751556,25,30.777741129033636,6.882352941176471
OLHO D'ÁGUA,PARAÍBA,Caatinga,-7.302162,-37.79921,2565,0.9856694,25,27.322265678199976,11.5
OLHO D'ÁGUA DAS CUNHÃS,MARANHÃO,Amazônia,-4.100742222222222,-45.09169333333333,2566,0.99752206,25,29.56780261512247,8.3125
OLHO D'ÁGUA DAS FLORES,ALAGOAS,Caatinga,-9.521883333333333,-37.28352,2567,0.9518958,25,36.067052350594544,7.666666666666667
OLHO D'ÁGUA DO BORGES,RIO GRANDE DO NORTE,Caatinga,-5.9722349999999995,-37.68271,2568,0.9816476,25,23.354602198746807,12.25
OLHO D'ÁGUA DO CASADO,ALAGOAS,Caatinga,-9.52402,-37.81004,2569,0.9849808,25,25.42380684894915,3.0
OLHO D'ÁGUA DO PIAUÍ,PIAUÍ,Caatinga,-5.817653,-42.573126,2570,0.9626283,25,33.77179261385251,7.9375
OLHO D'ÁGUA GRANDE,ALAGOAS,Caatinga,-10.06958,-36.80319,2571,0.9833241,25,49.474270438197216,8.5
OLHOS-D'ÁGUA,MINAS GERAIS,Cerrado,-17.50519272727273,-43.644003636363635,2572,0.9900135,25,30.913097873560236,21.75
OLINDA NOVA DO MARANHÃO,MARANHÃO,Amazônia,-2.9728244444444445,-45.008474444444445,2573,0.99757725,25,28.242264919699988,6.277777777777778
OLINDINA,BAHIA,Caatinga,-11.43372,-38.36427,2574,0.006590661,25,19.62332166353818,1.0
OLIVEIRA,MINAS GERAIS,Mata Atlântica,-20.779255,-44.76213,2575,0.9751322,25,34.57668339822678,7.5
OLIVEIRA DE FÁTIMA,TOCANTINS,Cerrado,-10.705873666666667,-48.827979,2576,0.98694605,25,25.25515036980524,17.333333333333332
OLIVEIRA DOS BREJINHOS,BAHIA,Caatinga,-12.288197586206897,-42.73721003448276,2577,0.98185664,25,28.20114855282544,9.928571428571429
OLIVEIRA FORTES,MINAS GERAIS,Mata Atlântica,-21.334735000000002,-43.508345000000006,2578,0.9823757,25,23.673841750681497,6.5
OLÍMPIA,SÃO PAULO,Cerrado,-20.6616778,-49.0208391,2579,0.98416704,25,34.60938113052808,11.4375
OLÍMPIA,SÃO PAULO,Mata Atlântica,-20.680786583333333,-48.908465666666665,2579,0.98416704,25,34.60938113052808,11.4375
ONDA VERDE,SÃO PAULO,Cerrado,-20.60267125,-49.232525,2580,0.9838901,25,30.037176293586032,8.857142857142858
ONÇA DE PITANGUI,MINAS GERAIS,Mata Atlântica,-19.706513333333334,-44.766510000000004,2581,0.9827549,25,32.86540609298583,13.0
ORINDIÚVA,SÃO PAULO,Cerrado,-20.1308,-49.32607,2582,0.98992026,25,23.71353066009349,5.125
ORINDIÚVA,SÃO PAULO,Mata Atlântica,-20.2268225,-49.3409175,2582,0.98992026,25,23.71353066009349,5.125
ORIXIMINÁ,PARÁ,Amazônia,0.11244783561643834,-56.03354045753425,2583,0.99751556,25,30.78015949474527,4.088709677419355
ORIZONA,GOIÁS,Cerrado,-16.962976666666666,-48.153153333333336,2584,0.98264503,25,29.91965373412839,5.1875
ORIZÂNIA,MINAS GERAIS,Mata Atlântica,-20.49629,-42.23223,2585,0.0018586206,25,26.830770702303255,0.5
ORLÂNDIA,SÃO PAULO,Cerrado,-20.66219,-47.914448,2586,0.9749101,25,34.51056300015777,22.166666666666668
OROCÓ,PERNAMBUCO,Caatinga,-8.593185,-39.573980000000006,2587,0.00015562492,25,36.344851928723,1.5
ORTIGUEIRA,PARANÁ,Mata Atlântica,-24.159685714285718,-50.95313857142857,2588,0.9831966,25,27.438726657640952,6.142857142857143
ORÓS,CEARÁ,Caatinga,-6.21106,-38.953765,2589,0.9842554,25,30.171809845410106,27.0
OSCAR BRESSANE,SÃO PAULO,Mata Atlântica,-22.29546,-50.20994,2590,0.0011257152,25,28.953670438975955,2.5
OSVALDO CRUZ,SÃO PAULO,Mata Atlântica,-21.65924975,-50.85353,2591,0.98083365,25,29.192648117888556,3.0
OTACÍLIO COSTA,SANTA CATARINA,Mata Atlântica,-27.47626625,-49.979465000000005,2592,0.002074083,25,26.280362981725474,2.875
OURICURI,PERNAMBUCO,Caatinga,-7.922759069767441,-40.158287906976746,2593,0.9844073,25,28.786541656446,24.675675675675677
OURILÂNDIA DO NORTE,PARÁ,Amazônia,-7.591984212658228,-51.46774671012658,2594,0.99665606,25,34.112372324547785,15.278846153846153
OURINHOS,SÃO PAULO,Mata Atlântica,-22.999682,-49.882158000000004,2595,0.979512,25,30.468358527977955,7.2
OURIÇANGAS,BAHIA,Mata Atlântica,-11.97048,-38.7052,2596,0.99999905,25,14.527584236820598,8.5
OURO,SANTA CATARINA,Mata Atlântica,-27.247785,-51.726155000000006,2597,0.98190683,25,37.4951566137161,5.25
OURO BRANCO,ALAGOAS,Caatinga,-9.11591,-37.371669999999995,2598,0.9880117,25,30.789639200395825,22.625
OURO BRANCO,MINAS GERAIS,Mata Atlântica,-20.534892,-43.723162200000004,2598,0.9880117,25,30.789639200395825,22.625
OURO BRANCO,RIO GRANDE DO NORTE,Caatinga,-6.699199999999999,-36.956954999999994,2598,0.9880117,25,30.789639200395825,22.625
OURO FINO,MINAS GERAIS,Mata Atlântica,-22.26563,-46.408604999999994,2599,0.99999857,25,15.195848041596369,5.25
OURO PRETO,MINAS GERAIS,Mata Atlântica,-20.388595135135134,-43.59645486486486,2600,0.98578215,25,33.21362808558019,30.637931034482758
OURO PRETO DO OESTE,RONDÔNIA,Amazônia,-10.254236875,-61.981234875,2601,0.99614245,25,28.363293803800435,5.2
OURO VELHO,PARAÍBA,Caatinga,-7.67642,-37.16526,2602,0.0008297493,25,23.775788012089734,1.0
OURO VERDE,SANTA CATARINA,Mata Atlântica,-26.76002,-52.22263,2603,0.97762877,25,33.505906275074594,6.0
OURO VERDE DE GOIÁS,GOIÁS,Cerrado,-16.30060333333333,-49.25041000000001,2604,0.9882237,25,33.33844793135969,25.166666666666668
OUROESTE,SÃO PAULO,Mata Atlântica,-19.93211,-50.44083,2605,0.9754005,25,47.58488326954199,10.5
OUROLÂNDIA,BAHIA,Caatinga,-10.81194875,-41.1612225,2606,0.98360485,25,29.618126863396117,10.0625
OURÉM,PARÁ,Amazônia,-1.5120577272727274,-47.17322090909091,2607,0.99665606,25,34.09861057701626,6.225
OUVIDOR,GOIÁS,Cerrado,-18.198255,-47.82009,2608,0.99999917,25,17.8564833560041,30.25
PACAJUS,CEARÁ,Caatinga,-4.1654219999999995,-38.483112,2609,0.9667986,25,34.0163579810141,11.125
PACAJÁ,PARÁ,Amazônia,-3.5997468649318463,-50.525582080545234,2610,0.99728537,25,31.245816489161403,4.594262295081967
PACARAIMA,RORAIMA,Amazônia,4.106500762331839,-60.7880056367713,2611,0.9973386,25,28.92872447558244,4.263513513513513
PACATUBA,SERGIPE,Mata Atlântica,-10.44662,-36.62213,2612,0.9837558,25,33.62064220179468,5.5
PACOTI,CEARÁ,Caatinga,-4.197725,-38.852665,2613,0.98240906,25,28.933982541528152,14.5
PACUJÁ,CEARÁ,Caatinga,-4.00463,-40.65419,2614,0.9518958,25,36.0315128268008,8.0
PADRE BERNARDO,GOIÁS,Cerrado,-15.375769468085107,-48.24058286170213,2615,0.9821967,25,29.23439487786369,20.15909090909091
PADRE CARVALHO,MINAS GERAIS,Cerrado,-16.325322307692307,-42.58130461538462,2616,0.97096,25,37.56969068525427,28.27777777777778
PADRE MARCOS,PIAUÍ,Caatinga,-7.415903333333333,-40.88391,2617,0.97016937,25,20.91897040808536,16.666666666666668
PADRE PARAÍSO,MINAS GERAIS,Mata Atlântica,-17.11427,-41.58022,2618,0.95733625,25,20.1470770998789,36.0
PAES LANDIM,PIAUÍ,Caatinga,-7.77034,-42.233565,2619,0.97868776,25,23.443493176156437,10.25
PAI PEDRO,MINAS GERAIS,Caatinga,-15.429750714285715,-43.172692857142856,2620,0.9830595,25,31.792188024901247,5.533333333333333
PAI PEDRO,MINAS GERAIS,Cerrado,-15.49247,-42.92607,2620,0.9830595,25,31.792188024901247,5.533333333333333
PAINEIRAS,MINAS GERAIS,Cerrado,-18.929355,-45.4852575,2621,0.9838901,25,29.757185259699828,29.25
PAINEL,SANTA CATARINA,Mata Atlântica,-27.971417272727273,-50.10506818181818,2622,0.0010565168,25,25.93331974711426,2.55
PAINS,MINAS GERAIS,Cerrado,-20.411606666666668,-45.646096666666665,2623,0.98125285,25,29.558393698439385,6.5
PAIÇANDU,PARANÁ,Mata Atlântica,-23.45622,-52.13266,2624,0.96456635,25,43.99841444568491,6.0
PAJEÚ DO PIAUÍ,PIAUÍ,Caatinga,-7.907345161290323,-42.817119999999996,2625,0.97644097,25,28.54388094082364,13.555555555555555
PALESTINA,SÃO PAULO,Cerrado,-20.272335166666668,-49.61379316666666,2626,0.96862096,25,38.156936182950815,35.0
PALESTINA,SÃO PAULO,Mata Atlântica,-20.21444333333333,-49.55707666666666,2626,0.96862096,25,38.156936182950815,35.0
PALESTINA DE GOIÁS,GOIÁS,Cerrado,-16.718521818181816,-51.399239090909084,2627,0.9909718,25,23.149506568502026,3.9
PALESTINA DO PARÁ,PARÁ,Amazônia,-5.8356,-48.29378128571428,2628,0.9973386,25,28.93159010609375,3.2857142857142856
PALHANO,CEARÁ,Caatinga,-4.67503,-38.06721,2629,0.9833009,25,30.44270583896385,11.0
PALHOÇA,SANTA CATARINA,Mata Atlântica,-27.73253,-48.6409,2630,0.0011145698,25,39.39583789747296,2.0
PALMA,MINAS GERAIS,Mata Atlântica,-21.441395,-42.348510000000005,2631,0.95368665,25,20.04896903495862,7.5
PALMA SOLA,SANTA CATARINA,Mata Atlântica,-26.33151,-53.37115,2632,0.976544,25,34.20528479327211,7.0
PALMARES,PERNAMBUCO,Mata Atlântica,-8.655035,-35.63859,2633,0.9841558,25,22.70559482342329,10.25
PALMARES PAULISTA,SÃO PAULO,Mata Atlântica,-21.05923,-48.84082,2634,0.98313695,25,32.94639437914905,3.0
PALMAS,PARANÁ,Mata Atlântica,-26.48744388888889,-51.773043333333334,2635,0.9888763,25,30.2837130963763,10.734939759036145
PALMAS,TOCANTINS,Cerrado,-10.241803541666666,-48.150180625,2635,0.9888763,25,30.2837130963763,10.734939759036145
PALMAS DE MONTE ALTO,BAHIA,Caatinga,-14.199195294117647,-43.176891764705886,2636,0.9849808,25,25.714438215962662,10.857142857142858
PALMAS DE MONTE ALTO,BAHIA,Cerrado,-14.13315076923077,-43.39147384615384,2636,0.9849808,25,25.714438215962662,10.857142857142858
PALMEIRA,PARANÁ,Mata Atlântica,-25.441245000000002,-50.142505,2637,0.0009311771,25,32.65328100806755,2.2857142857142856
PALMEIRA,SANTA CATARINA,Mata Atlântica,-27.611633333333334,-50.12115,2637,0.0009311771,25,32.65328100806755,2.2857142857142856
PALMEIRA D'OESTE,SÃO PAULO,Mata Atlântica,-20.422870000000003,-50.744105,2638,0.9685702,25,45.162345045252756,6.75
PALMEIRA DAS MISSÕES,RIO GRANDE DO SUL,Mata Atlântica,-27.88147,-53.33609,2639,0.99933076,25,13.648362995425591,2.5
PALMEIRA DO PIAUÍ,PIAUÍ,Cerrado,-8.490402151898733,-44.559238632911395,2640,0.98886186,25,31.442373413651243,19.894736842105264
PALMEIRA DOS ÍNDIOS,ALAGOAS,Caatinga,-9.463333333333333,-36.64747333333333,2641,0.9844073,25,28.777373877452884,17.833333333333332
PALMEIRAIS,PIAUÍ,Caatinga,-5.882430384615384,-42.94471296153846,2642,0.9839648,25,28.397494772034513,8.68421052631579
PALMEIRAIS,PIAUÍ,Cerrado,-6.075405,-43.044675,2642,0.9839648,25,28.397494772034513,8.68421052631579
PALMEIRANTE,TOCANTINS,Cerrado,-7.920921549295775,-48.20908815492958,2643,0.9855694,25,32.14887008917412,11.807017543859649
PALMEIRAS,BAHIA,Caatinga,-12.494756666666667,-41.50588,2644,0.9596236,25,35.86236436825655,7.625
PALMEIRAS DE GOIÁS,GOIÁS,Cerrado,-16.8027651,-49.9281002,2645,0.98348457,25,32.95566821346522,37.714285714285715
PALMEIRAS DO TOCANTINS,TOCANTINS,Cerrado,-6.612346111111112,-47.635442222222224,2646,0.9893127,25,28.026782126426767,4.138888888888889
PALMEIRÂNDIA,MARANHÃO,Amazônia,-2.711680909090909,-45.042491818181816,2647,0.99769956,25,29.837541180127587,6.136363636363637
PALMEIRÓPOLIS,TOCANTINS,Cerrado,-13.008645999999999,-48.40899977777778,2648,0.9868607,25,26.828664728242252,18.671875
PALMINÓPOLIS,GOIÁS,Cerrado,-16.775165,-50.14612,2649,0.98886186,25,31.235114293615172,30.5
PALMITAL,PARANÁ,Mata Atlântica,-24.92429033333333,-52.312366999999995,2650,0.9840433,25,32.64862676922411,3.5
PALMITAL,SÃO PAULO,Mata Atlântica,-22.78606,-50.19036,2650,0.9840433,25,32.64862676922411,3.5
PALMITOS,SANTA CATARINA,Mata Atlântica,-27.08578,-53.10776,2651,0.965943,25,36.561122622570686,5.0
PALMÁCIA,CEARÁ,Caatinga,-4.116798,-38.845715999999996,2652,0.9837789,25,25.137477379172804,33.2
PALOTINA,PARANÁ,Mata Atlântica,-24.2129,-53.7308,2653,0.0007558132,25,45.35791352006419,2.0
PANAMÁ,GOIÁS,Cerrado,-18.19369,-49.380575,2654,0.98264503,25,30.24218876917205,24.75
PANCAS,ESPÍRITO SANTO,Mata Atlântica,-19.240245,-40.782125,2655,0.97604364,25,41.63605384842147,4.75
PANELAS,PERNAMBUCO,Mata Atlântica,-8.64421,-36.077702,2656,0.97761714,25,21.98434821169635,3.3
PANORAMA,SÃO PAULO,Mata Atlântica,-21.47668333333333,-51.85244333333333,2657,0.0017937893,25,23.825906765636777,2.8333333333333335
PANTANO GRANDE,RIO GRANDE DO SUL,Pampa,-30.23656,-52.29459,2658,0.99356306,25,30.731451507716457,5.5
PAPAGAIOS,MINAS GERAIS,Cerrado,-19.429886666666665,-44.777346666666666,2659,0.9849979,25,28.741170339905967,41.333333333333336
PAPANDUVA,SANTA CATARINA,Mata Atlântica,-26.53051,-50.21391285714286,2660,0.9840433,25,32.88239903039259,3.9285714285714284
PAQUETÁ,PIAUÍ,Caatinga,-7.142608125,-41.690660625,2661,0.9848251,25,29.839689817749118,25.0625
PARACAMBI,RIO DE JANEIRO,Mata Atlântica,-22.587315,-43.651675,2662,0.96745133,25,38.60225117171994,9.125
PARACATU,MINAS GERAIS,Cerrado,-17.294951400000002,-46.84573297037037,2663,0.9900135,25,30.78456405462155,18.174757281553397
PARACURU,CEARÁ,Caatinga,-3.500105714285714,-39.04137142857143,2664,0.9842554,25,30.217617950633986,10.071428571428571
PARAGOMINAS,PARÁ,Amazônia,-3.0450641675824173,-47.19812503571429,2665,0.99752206,25,29.605761297608957,7.668161434977579
PARAGUAÇU,MINAS GERAIS,Mata Atlântica,-21.54172888888889,-45.75254666666667,2666,0.98236394,25,27.0003375813315,9.722222222222221
PARAGUAÇU PAULISTA,SÃO PAULO,Cerrado,-22.57944,-50.78731,2667,0.98648584,25,24.308550487014784,11.5
PARAIBANO,MARANHÃO,Cerrado,-6.40575703125,-43.930113265625,2668,0.99073505,25,30.31455920689331,15.323529411764707
PARAIBUNA,SÃO PAULO,Mata Atlântica,-23.461308,-45.67005400000001,2669,0.9835528,25,28.77854261370424,3.3
PARAIPABA,CEARÁ,Caatinga,-3.45434,-39.18827775,2670,0.9849808,25,25.401273634669362,25.125
PARAISÓPOLIS,MINAS GERAIS,Mata Atlântica,-22.56661,-45.817695,2671,0.9766534,25,39.71779725200669,6.0
PARAMBU,CEARÁ,Caatinga,-6.212865714285714,-40.68581571428571,2672,0.98360485,25,29.498188821852608,19.964285714285715
PARAMIRIM,BAHIA,Caatinga,-13.52131,-42.26024009090909,2673,0.977813,25,37.82458352697242,8.45
PARAMOTI,CEARÁ,Caatinga,-4.170086,-39.34905,2674,0.9787209,25,34.28642029032143,42.5
PARANACITY,PARANÁ,Mata Atlântica,-22.81759,-52.16044,2675,0.965943,25,37.536756264021754,3.75
PARANAIGUARA,GOIÁS,Cerrado,-18.738125,-50.73559,2676,0.987565,25,29.19438626729136,14.583333333333334
PARANAIGUARA,GOIÁS,Mata Atlântica,-18.866651666666666,-50.61734833333333,2676,0.987565,25,29.19438626729136,14.583333333333334
PARANAPANEMA,SÃO PAULO,Cerrado,-23.3730025,-48.8030025,2677,0.99999917,25,17.370503427180815,4.0
PARANAPOEMA,PARANÁ,Mata Atlântica,-22.6651,-52.08944,2678,0.9726854,25,47.302385586741856,16.0
PARANAPUÃ,SÃO PAULO,Mata Atlântica,-20.094095,-50.58765,2679,0.9999987,25,18.58691415025264,23.75
PARANATAMA,PERNAMBUCO,Caatinga,-8.9247,-36.75523,2680,0.99999833,25,12.703444220305675,43.0
PARANATINGA,MATO GROSSO,Amazônia,-13.112383888888889,-54.240420517361116,2681,0.9924452,25,32.07059945874556,22.49380165289256
PARANATINGA,MATO GROSSO,Cerrado,-13.958063002364067,-54.161431822695036,2681,0.9924452,25,32.07059945874556,22.49380165289256
PARANAVAÍ,PARANÁ,Mata Atlântica,-23.046835555555553,-52.489267777777776,2682,0.9823401,25,29.93236734020295,6.6875
PARANAÍBA,MATO GROSSO DO SUL,Cerrado,-19.5851846875,-51.3736675,2683,0.9917331,25,27.4043372298148,5.396551724137931
PARANAÍBA,MATO GROSSO DO SUL,Mata Atlântica,-19.619023333333335,-51.063606666666665,2683,0.9917331,25,27.4043372298148,5.396551724137931
PARANAÍTA,MATO GROSSO,Amazônia,-9.463181176470588,-56.84330305490196,2684,0.995443,25,31.656084469118955,17.385057471264368
PARANHOS,MATO GROSSO DO SUL,Mata Atlântica,-23.785187333333333,-55.294618666666665,2685,0.9847445,25,33.65550976790042,3.6818181818181817
PARANÁ,RIO GRANDE DO NORTE,Caatinga,-6.445139999999999,-38.287236666666665,2686,0.96549135,25,33.537901282148816,27.083333333333332
PARANÃ,TOCANTINS,Cerrado,-12.741316693548388,-47.90091720806452,2687,0.9900135,25,30.92771849651085,15.412621359223301
PARAOPEBA,MINAS GERAIS,Cerrado,-19.27291333333333,-44.426559999999995,2688,0.98264486,25,30.422959657245894,20.2
PARAPUÃ,SÃO PAULO,Mata Atlântica,-21.84686,-50.7179,2689,0.0003482807,25,35.167411789606085,1.0
PARATINGA,BAHIA,Caatinga,-12.728253448275861,-43.07236482758621,2690,0.9835133,25,26.306547716515773,6.705882352941177
PARATINGA,BAHIA,Cerrado,-12.477274285714286,-43.210750000000004,2690,0.9835133,25,26.306547716515773,6.705882352941177
PARATY,RIO DE JANEIRO,Mata Atlântica,-23.23271,-44.74509,2691,0.9773989,25,42.93688125478298,3.0
PARAUAPEBAS,PARÁ,Amazônia,-6.2192955232558145,-50.73724361627907,2692,0.9949108,25,30.534063241495513,7.954545454545454
PARAZINHO,RIO GRANDE DO NORTE,Caatinga,-5.302315,-35.975635,2693,0.9685277,25,48.96843032236536,57.0
PARAÍBA DO SUL,RIO DE JANEIRO,Mata Atlântica,-22.18177222222222,-43.28160888888889,2694,0.9731059,25,21.161501422789552,8.857142857142858
PARAÍSO DAS ÁGUAS,MATO GROSSO DO SUL,Cerrado,-19.108110785714285,-53.05477635714286,2695,0.98669004,25,34.282777100500056,17.363636363636363
PARAÍSO DO NORTE,PARANÁ,Mata Atlântica,-23.22973,-52.55536,2696,0.00051909033,25,35.87829937464525,2.0
PARAÍSO DO SUL,RIO GRANDE DO SUL,Mata Atlântica,-29.777583333333336,-53.110440000000004,2697,0.9707247,25,35.648866787258605,3.5
